,ID,town,districts,street,Գին,Գին (Ք.Մ.),Սանհանգույց,Շինության տիպը,Առաստաղի բարձրություն,Վիճակը,Մակերես,Սենյակ,Հարկ/Հարկանի
2011,151385,Երևան, Արաբկիր, Արղության փող,"175,000","3,125",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,56 Ք.Մ.,3,12/14
2012,152256,Երևան, Արաբկիր, Ադոնց փող,"280,000","2,435",2,Մոնոլիտ,3 Մ,Վերանորոգված,115 Ք.Մ.,4,8/9
2013,152246,Երևան, Քանաքեռ-Զեյթուն, Մ. Մելիքյան փող.,"96,000","1,778",1,Պանելային,2.8 Մ,Վերանորոգված,54 Ք.Մ.,1,2/9
2014,147439,Երևան, Կենտրոն, Նալբանդյան փող,"135,000","3,375",1,Քարե,2.8 Մ,Վերանորոգված,40 Ք.Մ.,2,6/6
2015,143637,Երևան, Կենտրոն, Ե. Քոչար փող,"145,000","1,933",1,Պանելային,2.8 Մ,Վերանորոգված,75 Ք.Մ.,3,3/9
2016,146945,Երևան, Կենտրոն, Եկմալյան փող,"255,000","4,636",1,Մոնոլիտ,3 Մ,Վերանորոգված,55 Ք.Մ.,3,8/10
2017,146792,Երևան, Կենտրոն, Անտառային փող,"375,000","2,907",2,Մոնոլիտ,3 Մ,Վերանորոգված,129 Ք.Մ.,3,2/5
2018,152217,Երևան, Կենտրոն, Անտառային փող,"430,000","3,258",2,Մոնոլիտ,3 Մ,Վերանորոգված,132 Ք.Մ.,4,4/5
2019,152209,Երևան, Արաբկիր, Արղության փող,"140,000","2,373",1,Մոնոլիտ,3 Մ,Վերանորոգված,59 Ք.Մ.,2,4/14
2020,152208,Երևան, Կենտրոն, Չարենցի փող,"500,000","3,333",3,Մոնոլիտ,3 Մ,Վերանորոգված,150 Ք.Մ.,3,4/10
2021,152203,Երևան, Կենտրոն, Տիգրան Մեծի պող,"195,000","2,826",1,Քարե,3 Մ,Վերանորոգված,69 Ք.Մ.,3,2/5
2022,151489,Երևան, Արաբկիր, Արղության փող,"165,000","2,946",1,Մոնոլիտ,3 Մ,Վերանորոգված,56 Ք.Մ.,2,8/14
2023,151630,Երևան, Արաբկիր, Վ.Փափազյան փող,"530,000","3,786",2,Մոնոլիտ,3 Մ,Վերանորոգված,140 Ք.Մ.,5,5/15
2024,152195,Երևան, Կենտրոն, Թումանյան փող,"600,000","5,357",1,Քարե,3.2 Մ,Վերանորոգված,112 Ք.Մ.,3,2/4
2025,152180,Երևան, Արաբկիր, Օրբելի Եղբայրների փող,"320,000","3,855",1,Մոնոլիտ,3 Մ,Վերանորոգված,83 Ք.Մ.,3,4/15
2026,152177,Երևան, Կենտրոն, Հյուսիսային պող,"780,000","6,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,130 Ք.Մ.,3,2/8
2027,152176,Երևան, Կենտրոն, Մաշտոցի պող,"320,000","3,404",1,Քարե,3.2 Մ,Վերանորոգված,94 Ք.Մ.,3,2/5
2028,152157,Երևան, Արաբկիր, Աղբյուր Սերոբ փող,"105,000","2,283",1,Քարե,2.8 Մ,Վերանորոգված,46 Ք.Մ.,2,2/5
2029,152021,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"360,000","1,519",3,Մոնոլիտ,3.8 Մ,Վերանորոգված,237 Ք.Մ.,6,4/4
2030,152127,Երևան, Արաբկիր, Կոմիտասի պող,"110,000","1,930",1,Քարե,2.8 Մ,Լավ,57 Ք.Մ.,2,2/5
2031,152126,Երևան, Կենտրոն, Արշակունյաց պող,"185,000","2,229",1,Մոնոլիտ,3 Մ,Վերանորոգված,83 Ք.Մ.,3,3/16
2032,139575,Երևան, Արաբկիր, Ա. Խաչատրյան փող,"510,000","2,537",2,Մոնոլիտ,3.2 Մ,Զրոյական,201 Ք.Մ.,4,16/16
2033,148697,Երևան, Կենտրոն, Եկմալյան փող,"390,000","3,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,130 Ք.Մ.,4,3/10
2034,152119,Երևան, Կենտրոն, Տիգրան Մեծի պող,"230,000","2,347",1,Քարե,3 Մ,Վերանորոգված,98 Ք.Մ.,3,5/5
2035,152116,Երևան, Կենտրոն, Դ. Դեմիրճյան փող,"200,000","2,778",1,Այլ,2.8 Մ,Լավ,72 Ք.Մ.,1,5/9
2036,152109,Երևան, Արաբկիր, Բաղրամյան պող 2րդ նր,"195,000","2,120",2,Պանելային,2.8 Մ,Վերանորոգված,92 Ք.Մ.,3,4/9
2037,151962,Երևան, Արաբկիր, Կոմիտասի պող,"113,000","1,982",1,Քարե,2.8 Մ,Վերանորոգված,57 Ք.Մ.,3,2/5
2038,136326,Երևան, Աջափնյակ, Լենինգրադյան փող,"197,000","3,339",1,Մոնոլիտ,3 Մ,Զրոյական,59 Ք.Մ.,2,4/16
2039,144552,Երևան, Կենտրոն, Մաշտոցի պող,"285,000","3,434",1,Քարե,3 Մ,Վերանորոգված,83 Ք.Մ.,3,5/5
2040,151560,Երևան, Կենտրոն, Արամի փող,"380,000","3,725",2,Մոնոլիտ,3 Մ,Վերանորոգված,102 Ք.Մ.,3,11/17
2041,152028,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"360,000","1,519",3,Մոնոլիտ,3.8 Մ,Լավ,237 Ք.Մ.,6,4/4
2042,152078,Երևան, Արաբկիր, Ն. Տիգրանյան փող փակ,"180,000","2,308",2,Մոնոլիտ,3 Մ,Վերանորոգված,78 Ք.Մ.,3,4/12
2043,152076,Երևան, Կենտրոն, Կողբացու փող,"190,000","3,958",1,Մոնոլիտ,2.8 Մ,Վերանորոգված,48 Ք.Մ.,1,6/9
2044,152074,Երևան, Կենտրոն, Անտառային,"265,000","4,015",1,Մոնոլիտ,3 Մ,Վերանորոգված,66 Ք.Մ.,3,3/6
2045,152073,Երևան, Կենտրոն, Անտառային փող,"200,000","3,226",1,Մոնոլիտ,3 Մ,Զրոյական,62 Ք.Մ.,2,4/6
2046,152072,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"205,000","2,158",2,Մոնոլիտ,3 Մ,Վերանորոգված,95 Ք.Մ.,3,3/14
2047,152070,Երևան, Կենտրոն, Գլինկայի փող,"150,000","2,778",1,Քարե,3.2 Մ,Վերանորոգված,54 Ք.Մ.,3,4/4
2048,152068,Երևան, Արաբկիր, Բաբայան փող,"155,000","2,981",1,Մոնոլիտ,3 Մ,Վերանորոգված,52 Ք.Մ.,2,1/3
2049,152062,Երևան, Կենտրոն, Ա.Մանուկյան փող,"200,000","4,000",1,Մոնոլիտ,3 Մ,Վերանորոգված,50 Ք.Մ.,2,11/15
2050,152059,Երևան, Կենտրոն, Ա.Մանուկյան փող,"295,000","4,041",2,Մոնոլիտ,3 Մ,Վերանորոգված,73 Ք.Մ.,3,11/15
2051,152058,Երևան, Արաբկիր, Ռիգայի փող,"185,000","3,033",1,Մոնոլիտ,3 Մ,Վերանորոգված,61 Ք.Մ.,2,9/12
2052,152055,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"175,000","2,160",1,Քարե,3.2 Մ,Լավ,81 Ք.Մ.,3,5/5
2053,152052,Երևան, Կենտրոն, Ե. Քոչար փող,"220,000","2,292",1,Պանելային,3 Մ,Վերանորոգված,96 Ք.Մ.,3,13/13
2054,152051,Երևան, Կենտրոն, Մաշտոցի պող,"250,000","3,571",1,Պանելային,2.8 Մ,Վերանորոգված,70 Ք.Մ.,3,3/9
2055,152050,Երևան, Արաբկիր, Մամիկոնյանց փող,"170,000","1,889",1,Քարե,2.8 Մ,Լավ,90 Ք.Մ.,3,5/5
2056,152049,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"370,000","3,217",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,115 Ք.Մ.,3,7/17
2057,152046,Երևան, Կենտրոն, Անտառային փող,"200,000","3,333",1,Այլ,3 Մ,Վերանորոգված,60 Ք.Մ.,2,2/5
2058,152044,Երևան, Կենտրոն, Անտառային փող,"200,000","3,333",1,Մոնոլիտ,3 Մ,Վերանորոգված,60 Ք.Մ.,2,2/5
2059,152040,Երևան, Շենգավիթ, Չեխովի փող,"125,000","2,232",1,Մոնոլիտ,3 Մ,Վերանորոգված,56 Ք.Մ.,3,6/13
2060,152039,Երևան, Աջափնյակ, Արզումանյան փող,"155,000","2,013",1,Մոնոլիտ,3 Մ,Վերանորոգված,77 Ք.Մ.,3,2/12
2061,152037,Երևան, Կենտրոն, Հանրապետության փող,"240,000","2,927",1,Քարե,3.2 Մ,Վերանորոգված,82 Ք.Մ.,4,2/3
2062,152035,Երևան, Կենտրոն, Սարյան փող,"250,000","3,571",1,Քարե,3 Մ,Վերանորոգված,70 Ք.Մ.,2,4/5
2063,152036,Երևան, Արաբկիր, Ադոնց փող,"160,000","2,712",1,Մոնոլիտ,3 Մ,Վերանորոգված,59 Ք.Մ.,2,11/14
2064,145345,Երևան, Կենտրոն, Անտառային փող,"340,000","2,576",2,Մոնոլիտ,3 Մ,Զրոյական,132 Ք.Մ.,2,3/5
2065,152019,Երևան, Կենտրոն, Ե. Քոչար փող,"145,000","1,747",1,Պանելային,2.8 Մ,Լավ,83 Ք.Մ.,3,2/9
2066,152015,Երևան, Արաբկիր, Աղբյուր Սերոբ փող,"300,000","3,529",1,Մոնոլիտ,3 Մ,Վերանորոգված,85 Ք.Մ.,3,5/11
2067,146562,Երևան, Քանաքեռ-Զեյթուն, Գոգոլի փող.,"109,000","2,180",1,Մոնոլիտ,3.2 Մ,Զրոյական,50 Ք.Մ.,2,14/16
2068,151904,Երևան, Կենտրոն, Պարոնյան փող,"480,000","3,357",2,Մոնոլիտ,3 Մ,Վերանորոգված,143 Ք.Մ.,3,13/13
2069,145259,Երևան, Կենտրոն, Ձորափի փող,"520,000","3,059",3,Մոնոլիտ,3 Մ,Վերանորոգված,170 Ք.Մ.,4,10/14
2070,151820,Երևան, Կենտրոն, Ամիրյան փող,"330,000","3,300",1,Մոնոլիտ,3 Մ,Զրոյական,100 Ք.Մ.,3,9/10
2071,151822,Երևան, Կենտրոն, Ամիրյան փող,"220,000","4,151",1,Մոնոլիտ,3 Մ,Զրոյական,53 Ք.Մ.,1,9/10
2072,151795,Երևան, Կենտրոն, Ամիրյան փող,"220,000","4,151",1,Մոնոլիտ,3 Մ,Զրոյական,53 Ք.Մ.,1,9/10
2073,151798,Երևան, Կենտրոն, Ամիրյան փող,"300,000","4,286",1,Մոնոլիտ,3 Մ,Լավ,70 Ք.Մ.,2,9/10
2074,151823,Երևան, Կենտրոն, Ամիրյան փող,"300,000","4,286",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,2,9/10
2075,85314,Երևան, Կենտրոն, Մաշտոցի պող,"320,000","4,571",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,3,9/15
2076,151995,Երևան, Նորք Մարաշ, Խանզադյան փող,"163,000","1,918",2,Մոնոլիտ,3 Մ,Վերանորոգված,85 Ք.Մ.,3,8/11
2077,151959,Երևան, Արաբկիր, Սունդուկյան փող,"300,000","1,579",2,Քարե,2.8 Մ,Լավ,190 Ք.Մ.,5,1/5
2078,151963,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"175,000","2,574",2,Այլ,2.8 Մ,Վերանորոգված,68 Ք.Մ.,2,2/5
2079,141769,Երևան, Արաբկիր, Բաղրամյան պող(Արաբկիր),"410,000","3,417",2,Մոնոլիտ,3 Մ,Վերանորոգված,120 Ք.Մ.,3,8/16
2080,151956,Երևան, Կենտրոն, Ղազար Փարպեցու փող,"325,000","3,779",1,Քարե,3 Մ,Վերանորոգված,86 Ք.Մ.,3,3/4
2081,151945,Երևան, Կենտրոն, Ա.Մանուկյան փող,"390,000","2,690",3,Մոնոլիտ,3 Մ,Վերանորոգված,145 Ք.Մ.,5,3/6
2082,151933,Երևան, Արաբկիր, Կոմիտասի պող,"170,000","3,269",1,Մոնոլիտ,3 Մ,Վերանորոգված,52 Ք.Մ.,2,2/6
2083,151936,Երևան, Արաբկիր, Կոմիտասի պող,"170,000","3,269",1,Մոնոլիտ,3 Մ,Վերանորոգված,52 Ք.Մ.,2,2/6
2084,151935,Երևան, Կենտրոն, Իսահակյան փող,"500,000","3,333",1,Քարե,3 Մ,Վերանորոգված,150 Ք.Մ.,4,5/5
2085,149943,Երևան, Դավթաշեն, Միկոյան փող,"159,000","2,149",1,Մոնոլիտ,3 Մ,Վերանորոգված,74 Ք.Մ.,3,9/18
2086,151924,Երևան, Արաբկիր, Կասյան փող,"145,000","2,071",1,Քարե,3 Մ,Վերանորոգված,70 Ք.Մ.,2,2/5
2087,151915,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"188,000","1,541",2,Մոնոլիտ,3 Մ,Վերանորոգված,122 Ք.Մ.,4,2/14
2088,151914,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"188,000","94,000",2,Մոնոլիտ,3 Մ,Վերանորոգված,2 Ք.Մ.,4,2/14
2089,150983,Երևան, Արաբկիր, Կիևյան փող,"143,000","2,043",1,Քարե,2.8 Մ,Լավ,70 Ք.Մ.,3,2/5
2090,134282,Երևան, Արաբկիր, Ադոնց փող,"260,000","2,600",2,Մոնոլիտ,3 Մ,Վերանորոգված,100 Ք.Մ.,3,6/8
2091,135366,Երևան, Կենտրոն, Պարոնյան փող,"345,000","3,382",2,Մոնոլիտ,3 Մ,Վերանորոգված,102 Ք.Մ.,2,8/11
2092,135506,Երևան, Արաբկիր, Մալխասյանց փող,"450,000","3,462",2,Մոնոլիտ,3 Մ,Վերանորոգված,130 Ք.Մ.,4,2/13
2093,128596,Երևան, Արաբկիր, Ն. Տիգրանյան փող փակ,"230,000","2,396",2,Մոնոլիտ,3 Մ,Վերանորոգված,96 Ք.Մ.,3,9/12
2094,135779,Երևան, Կենտրոն, Աբովյան փող,"560,000","5,091",2,Քարե,3.2 Մ,Վերանորոգված,110 Ք.Մ.,3,3/5
2095,136016,Երևան, Կենտրոն, Ղազար Փարպեցու փող,"450,000","3,750",2,Քարե,3 Մ,Վերանորոգված,120 Ք.Մ.,3,2/5
2096,127121,Երևան, Կենտրոն, Մոսկովյան փող,"449,000","4,880",2,Քարե,3.2 Մ,Վերանորոգված,92 Ք.Մ.,3,3/5
2097,138855,Երևան, Կենտրոն, Քաջազնունու փող,"286,000","2,918",2,Մոնոլիտ,3 Մ,Վերանորոգված,98 Ք.Մ.,4,2/9
2098,138962,Երևան, Արաբկիր, Կոմիտասի պող,"350,000","3,302",2,Մոնոլիտ,3.2 Մ,Վերանորոգված,106 Ք.Մ.,3,15/16
2099,145509,Երևան, Արաբկիր, Ն. Զարյան փող,"270,000","2,411",1,Մոնոլիտ,3 Մ,Վերանորոգված,112 Ք.Մ.,3,13/16
2100,130446,Երևան, Կենտրոն, Արշակունյաց պող,"255,000","2,452",2,Այլ,3 Մ,Լավ,104 Ք.Մ.,3,12/18
2101,137953,Երևան, Կենտրոն, Հանրապետության փող,"1,700,000","7,234",5+,Մոնոլիտ,3.2 Մ,Վերանորոգված,235 Ք.Մ.,5,4/9
2102,142291,Երևան, Արաբկիր, Ա. Խաչատրյան փող,"320,000","3,107",2,Մոնոլիտ,3 Մ,Վերանորոգված,103 Ք.Մ.,3,5/13
2103,140595,Երևան, Կենտրոն, Անտառային փող,"450,000","4,091",2,Մոնոլիտ,3 Մ,Վերանորոգված,110 Ք.Մ.,3,5/7
2104,146289,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"235,000","5,875",1,Քարե,3 Մ,Վերանորոգված,40 Ք.Մ.,2,4/5
2105,132458,Երևան, Կենտրոն, Պուշկինի փող,"1,000,000","3,597",3,Քարե,3.2 Մ,Վերանորոգված,278 Ք.Մ.,4,4/6
2106,142790,Երևան, Կենտրոն, Վարդանանց փող,"495,000","3,694",2,Մոնոլիտ,3 Մ,Վերանորոգված,134 Ք.Մ.,3,16/22
2107,128266,Երևան, Կենտրոն, Թամանյան փող,"600,000","6,452",1,Քարե,3.2 Մ,Վերանորոգված,93 Ք.Մ.,3,3/5
2108,146394,Երևան, Կենտրոն, Անտառային փող,"370,000","3,333",2,Մոնոլիտ,3 Մ,Վերանորոգված,111 Ք.Մ.,3,2/5
2109,139346,Երևան, Կենտրոն, Բուզանդի փող,"426,000","6,000",1,Մոնոլիտ,3 Մ,Վերանորոգված,71 Ք.Մ.,3,5/14
2110,126716,Երևան, Կենտրոն, Հյուսիսային պող,"1,100,000","4,264",3,Մոնոլիտ,3 Մ,Վերանորոգված,258 Ք.Մ.,5,5/8
2111,138766,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"3,200,000","10,667",5+,Քարե,3.2 Մ,Վերանորոգված,300 Ք.Մ.,7+,1/5
2112,132611,Երևան, Կենտրոն, Թումանյան փող,"330,000","3,548",1,Քարե,3.2 Մ,Վերանորոգված,93 Ք.Մ.,3,3/4
2113,139111,Երևան, Կենտրոն, Աղայան փող,"500,000","3,333",2,Քարե,3 Մ,Լավ,150 Ք.Մ.,4,4/5
2114,141547,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"290,000","2,014",2,Մոնոլիտ,3 Մ,Վերանորոգված,144 Ք.Մ.,4,13/16
2115,136445,Երևան, Կենտրոն, Սարյան փող,"235,000","2,866",1,Պանելային,2.8 Մ,Վերանորոգված,82 Ք.Մ.,3,11/11
2116,135030,Երևան, Արաբկիր, Ադոնց փող,"290,000","2,636",2,Մոնոլիտ,3 Մ,Վերանորոգված,110 Ք.Մ.,4,5/8
2117,136635,Երևան, Կենտրոն, Արամի փող,"790,000","7,182",4,Այլ,3 Մ,Լավ,110 Ք.Մ.,2,4/15
2118,117966,Երևան, Կենտրոն, Սայաթ-Նովայի պող,"210,000","2,360",1,Պանելային,2.8 Մ,Վերանորոգված,89 Ք.Մ.,3,11/12
2119,128184,Երևան, Քանաքեռ-Զեյթուն, Սևակի փող,"410,000","2,412",2,Մոնոլիտ,3 Մ,Վերանորոգված,170 Ք.Մ.,4,15/15
2120,127849,Երևան, Կենտրոն, Թումանյան փող,"287,000","4,100",1,Քարե,2.8 Մ,Լավ,70 Ք.Մ.,3,2/6
2121,119236,Երևան, Կենտրոն, Հյուսիսային պող,"1,200,000","4,444",3,Մոնոլիտ,3 Մ,Վերանորոգված,270 Ք.Մ.,4,8/10
2122,126960,Երևան, Կենտրոն, Պուշկինի փող,"600,000","3,750",3,Այլ,3 Մ,Վերանորոգված,160 Ք.Մ.,4,2/6
2123,125973,Երևան, Կենտրոն, Անտառային փող,"420,000","2,819",2,Մոնոլիտ,3 Մ,Լավ,149 Ք.Մ.,4,3/6
2124,130076,Երևան, Կենտրոն, Մոսկովյան փող,"470,000","5,875",2,Քարե,3.8 Մ,Լավ,80 Ք.Մ.,3,5/6
2125,137498,Երևան, Կենտրոն, Մոսկովյան փող,"510,000","3,000",1,Քարե,3.2 Մ,Լավ,170 Ք.Մ.,4,5/5
2126,134629,Երևան, Արաբկիր, Վ.Վաղարշյան փող,"204,000","2,550",1,Քարե,2.8 Մ,Վերանորոգված,80 Ք.Մ.,3,2/5
2127,131627,Երևան, Կենտրոն, Տերյան փող,"495,000","3,867",3,Քարե,2.8 Մ,Լավ,128 Ք.Մ.,3,3/9
2128,130137,Երևան, Կենտրոն, Աբովյան փող,"1,000,000","8,264",2,Մոնոլիտ,2.8 Մ,Վերանորոգված,121 Ք.Մ.,4,4/12
2129,151911,Երևան, Կենտրոն, Պարոնյան փող,"265,000","2,573",2,Մոնոլիտ,3 Մ,Զրոյական,103 Ք.Մ.,3,1/13
2130,151899,Երևան, Կենտրոն, Նալբանդյան փող,"650,000","6,989",3,Մոնոլիտ,3 Մ,Վերանորոգված,93 Ք.Մ.,4,6/10
2131,150903,Երևան, Կենտրոն, Արշակունյաց պող,"165,000","2,426",1,Մոնոլիտ,3 Մ,Զրոյական,68 Ք.Մ.,2,11/18
2132,151892,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"170,000","2,429",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,3,3/8
2133,151891,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"170,000","2,361",1,Մոնոլիտ,3 Մ,Վերանորոգված,72 Ք.Մ.,3,3/8
2134,151890,Երևան, Արաբկիր, Մամիկոնյանց փող,"170,000","1,828",1,Պանելային,2.8 Մ,Վերանորոգված,93 Ք.Մ.,4,8/9
2135,140922,Երևան, Կենտրոն, Պուշկինի փող,"300,000","2,830",2,Քարե,3 Մ,Վերանորոգված,106 Ք.Մ.,3,5/5
2136,151873,Երևան, Կենտրոն, Նալբանդյան փող,"420,000","5,385",1,Մոնոլիտ,3 Մ,Վերանորոգված,78 Ք.Մ.,3,9/10
2137,151872,Երևան, Կենտրոն, Նալբանդյան փող,"420,000","5,385",1,Մոնոլիտ,3 Մ,Վերանորոգված,78 Ք.Մ.,3,9/10
2138,151870,Երևան, Նոր Նորք, Մոլդովական փող,"180,000","1,837",1,Մոնոլիտ,3 Մ,Զրոյական,98 Ք.Մ.,2,4/4
2139,151869,Երևան, Կենտրոն, Տերյան փող,"345,000","4,012",1,Քարե,3 Մ,Վերանորոգված,86 Ք.Մ.,3,3/5
2140,151836,Երևան, Աջափնյակ, Մարգարյան 2րդ նր,"125,000","1,250",1,Քարե,2.8 Մ,Վերանորոգված,100 Ք.Մ.,4,3/5
2141,151864,Երևան, Կենտրոն, Նալբանդյան փող,"420,000","5,385",1,Այլ,3 Մ,Վերանորոգված,78 Ք.Մ.,3,9/10
2142,151863,Երևան, Արաբկիր, Ադոնց փող,"160,000","3,556",1,Մոնոլիտ,3 Մ,Վերանորոգված,45 Ք.Մ.,1,7/8
2143,151857,Երևան, Կենտրոն, Պուշկինի փող,"350,000","3,241",2,Քարե,3 Մ,Վերանորոգված,108 Ք.Մ.,4,4/4
2144,151855,Երևան, Կենտրոն, Պուշկինի փող,"350,000","3,241",2,Քարե,3.2 Մ,Վերանորոգված,108 Ք.Մ.,4,4/4
2145,151851,Երևան, Կենտրոն, Անտառային փող,"340,000","2,576",2,Մոնոլիտ,3 Մ,Լավ,132 Ք.Մ.,3,3/5
2146,122020,Երևան, Կենտրոն, Արամի փող,"380,000","3,725",2,Մոնոլիտ,3 Մ,Վերանորոգված,102 Ք.Մ.,3,11/17
2147,149792,Երևան, Քանաքեռ-Զեյթուն, Գոգոլի փող.,"250,000","1,838",2,Մոնոլիտ,3 Մ,Զրոյական,136 Ք.Մ.,4,5/12
2148,151631,Երևան, Կենտրոն, Տիգրան Մեծի պող,"115,000","1,691",1,Պանելային,2.8 Մ,Լավ,68 Ք.Մ.,2,4/9
2149,129145,Երևան, Արաբկիր, Համբարձումյան փող,"113,000","1,823",1,Պանելային,2.8 Մ,Լավ,62 Ք.Մ.,2,5/9
2150,151701,Երևան, Կենտրոն, Նալբանդյան փող,"250,000","3,788",1,Քարե,2.8 Մ,Վերանորոգված,66 Ք.Մ.,2,2/6
2151,151825,Երևան, Կենտրոն, Արշակունյաց պող,"174,000","2,597",1,Մոնոլիտ,3 Մ,Զրոյական,67 Ք.Մ.,2,14/16
2152,151824,Երևան, Կենտրոն, Ամիրյան փող,"270,000","6,279",1,Մոնոլիտ,3 Մ,Վերանորոգված,43 Ք.Մ.,1,9/10
2153,151084,Երևան, Կենտրոն, Եկմալյան փող,"265,000","3,786",1,Մոնոլիտ,3 Մ,Վերանորոգված,70 Ք.Մ.,3,7/9
2154,151796,Երևան, Կենտրոն, Ամիրյան փող,"270,000","6,279",1,Այլ,2.8 Մ,Լավ,43 Ք.Մ.,1,9/10
2155,151624,Երևան, Կենտրոն, Արշակունյաց պող,"150,000","2,885",1,Մոնոլիտ,3 Մ,Վերանորոգված,52 Ք.Մ.,2,2/16
2156,151776,Երևան, Էրեբունի, Ազատամարտիկների փող,"150,000","1,680",2,Պանելային,2.8 Մ,Լավ,89.3 Ք.Մ.,4,7/9
2157,151772,Երևան, Արաբկիր, Արաբկիր 23րդ փող,"260,000","2,955",2,Մոնոլիտ,3 Մ,Վերանորոգված,88 Ք.Մ.,3,8/8
2158,151770,Երևան, Արաբկիր, Արաբկիր 23րդ փող,"260,000","2,955",2,Մոնոլիտ,3 Մ,Վերանորոգված,88 Ք.Մ.,3,8/8
2159,151768,Երևան, Արաբկիր, Կոմիտասի պող,"115,000","1,742",1,Մոնոլիտ,3 Մ,Զրոյական,66 Ք.Մ.,2,5/18
2160,151766,Երևան, Արաբկիր, Կիևյան փող,"113,000","1,738",1,Պանելային,3 Մ,Վերանորոգված,65 Ք.Մ.,2,8/9
2161,151765,Երևան, Արաբկիր, Կիևյան փող,"113,000","1,738",1,Պանելային,3 Մ,Վերանորոգված,65 Ք.Մ.,2,8/9
2162,151764,Երևան, Արաբկիր, Կիևյան փող,"113,000","1,738",1,Պանելային,3 Մ,Վերանորոգված,65 Ք.Մ.,2,8/9
2163,151763,Երևան, Արաբկիր, Կիևյան փող,"113,000","1,738",1,Պանելային,3 Մ,Վերանորոգված,65 Ք.Մ.,2,8/9
2164,151762,Երևան, Արաբկիր, Կիևյան փող,"113,000","1,738",1,Պանելային,3 Մ,Վերանորոգված,65 Ք.Մ.,2,8/9
2165,151761,Երևան, Արաբկիր, Կիևյան փող,"113,000","1,738",1,Պանելային,3 Մ,Վերանորոգված,65 Ք.Մ.,2,8/9
2166,140580,Երևան, Արաբկիր, Կոմիտասի պող,"320,000","2,807",1,Այլ,3 Մ,Վերանորոգված,114 Ք.Մ.,4,13/17
2167,151756,Երևան, Կենտրոն, Մաշտոցի պող,"850,000","4,830",2,Մոնոլիտ,3 Մ,Վերանորոգված,176 Ք.Մ.,4,7/12
2168,151752,Երևան, Կենտրոն, Մաշտոցի պող,"850,000","4,830",2,Մոնոլիտ,3 Մ,Վերանորոգված,176 Ք.Մ.,4,7/12
2169,151751,Երևան, Արաբկիր, Կոմիտասի պող,"170,000","3,269",1,Մոնոլիտ,3.2 Մ,Վերանորոգված,52 Ք.Մ.,2,2/6
2170,151749,Երևան, Կենտրոն, Մաշտոցի պող,"850,000","4,830",2,Մոնոլիտ,3 Մ,Վերանորոգված,176 Ք.Մ.,4,7/12
2171,148129,Երևան, Ավան, Ծարավ Աղբյուրի փող.,"185,000","1,850",2,Մոնոլիտ,3 Մ,Վերանորոգված,100 Ք.Մ.,3,3/12
2172,151745,Երևան, Արաբկիր,,"330,000","3,028",1,Մոնոլիտ,3 Մ,Վերանորոգված,109 Ք.Մ.,3,14/18
2173,151737,Երևան, Կենտրոն, Եկմալյան փող,"210,000","4,118",1,Մոնոլիտ,3 Մ,Վերանորոգված,51 Ք.Մ.,2,5/8
2174,151736,Երևան, Կենտրոն, Եկմալյան փող,"210,000","4,118",1,Մոնոլիտ,3 Մ,Վերանորոգված,51 Ք.Մ.,2,5/8
2175,151222,Երևան, Դավթաշեն, Միկոյան փող,"240,000","2,017",2,Մոնոլիտ,3 Մ,Վերանորոգված,119 Ք.Մ.,4,5/15
2176,151396,Երևան, Արաբկիր, Վ.Փափազյան փող,"128,000","2,560",1,Քարե,2.8 Մ,Վերանորոգված,50 Ք.Մ.,2,5/5
2177,151658,Երևան, Դավթաշեն, Դավթաշենի 1-ին փող,"125,000","2,273",1,Մոնոլիտ,3 Մ,Վերանորոգված,55 Ք.Մ.,2,5/13
2178,151729,Երևան, Կենտրոն, Նալբանդյան փող,"350,000","3,465",1,Քարե,2.8 Մ,Լավ,101 Ք.Մ.,3,2/6
2179,151728,Երևան, Արաբկիր, Արաբկիր 45րդ փող,"118,000","2,034",1,Մոնոլիտ,3 Մ,Զրոյական,58 Ք.Մ.,2,11/16
2180,147006,Երևան, Արաբկիր, Ա. Ավետիսյան փող,"780,000","2,671",3,Մոնոլիտ,3 Մ,Վերանորոգված,292 Ք.Մ.,5,8/9
